video_id,url,typ,publiceringsdatum,langd_sek,antal_bilder,visningar,likes,kommentarer,delningar,sparade,engagement_rate,rackvidd,caption,caption_langd,antal_hashtags,hashtags,musik,musik_original,is_ad,nedladdad,thumbnail,langd_verifierad,upplosning,bildformat,transkript,hook_text,hook_typ,format,kategori,tema,text_i_bild,grafik_beskrivning,personer_i_bild,medverkande,cta,har_cta,alkohol_i_bild,alkohol_marke,alkohol_omnamns_verbalt,alkohol_kontext,save_rate,share_rate,likes_per_view,budskapston,budskap_teman,har_hook,kategori_reclassad,hogtid,taxonomi_reclassad
7491692447181933846,https://www.tiktok.com/@iqinitiativet/photo/7491692447181933846,bild,2025-04-10,,5,1800000,5696,78,1536,525,0.0044,,"Ibland dricker man mer än man tänkt. Det kan hända vem som helst. Men för att slippa ångest nästa gång - drick långsamt, käka innan och ta varannan vatten.",155,0,,amen inomenon,ja,True,ja,thumbnails/7491692447181933846.jpg,,1080x1260,staende,,,humor,bildinlägg,humor,Ångest och baksmälla efter att ha druckit för mycket alkohol,"[""Jag efter att återigen berättat hela min livshistoria för en främling."", ""Jag efter att ha kollat mina sms från kvällen innan."", ""Jag när jag kommer ihåg vad jag gjorde igår."", ""Jag efter att ha kollat mitt bankkonto dagen efter."", ""Jag om jag får en till bakfylla.""]","Karusell med fem klassiska oljemålningar av nunnor i olika sorgsna/ångestfyllda poser, återanvända som memes. Vit fetstil text med svart kontur placerad över mitten av varje bild, i humoristisk 'jag efter...' meme-stil som beskriver ångest och baksmälla efter alkoholkonsumtion.","En målad kvinna (nunna) syns på varje bild, inga riktiga personer.",en_person,"[""Drick långsamt"", ""Käka innan"", ""Ta varannan vatten""]",ja,nej,[],nej,forebyggande,0.000292,0.000853,0.003164,blandat,"[""effekter_av_alkohol"", ""minska_eller_avsta""]",ja,ja,,ja
7488237641670905110,https://www.tiktok.com/@iqinitiativet/photo/7488237641670905110,bild,2025-04-01,,2,117700,178,3,23,12,0.0018,,Vad tycker ni om den nya regeln? 😉💧,35,0,,FUNNY,nej,True,ja,thumbnails/7488237641670905110.jpg,,1080x1350,staende,,,pastaende,bildinlägg,fakta,Aprilskämt om att varva alkohol med vatten,"[""Ny regel:"", ""Varannan vatten blir ett måste."", ""Från och med nu i helgen blir det obligatoriskt att beställa ett glas vatten mellan varje alkoholhaltig dryck."", ""Detta gäller på barer, klubbar och andra ställen som serverar alkohol. Den som inte följer regeln riskerar ett bötesbelopp på…"", ""APRIL, APRIL!"", ""Okej, kanske inte en regel… men en rätt smart idé?"", ""Att varva med vatten gör att du dricker långsammare och oftast mindre alkohol. Det hjälper dessutom kroppen att behålla vätskebalansen och minskar risken för uttorkning (dvs. huvudvärk, trötthet och illamående)."", ""Kroppen mår helt enkelt bättre – både under kvällen och dagen efter! Stay hydrated 💧""]","Bildkarusell med två slides. Första slide har ljusblå bakgrund med svart text och en pil som pekar mot nedre högra hörnet, samt en bild längst ner av en hand som häller upp en drink i ett glas. Andra slide har knallgul bakgrund med svart text och en bild av två personer som ligger med huvudena upp och ner mot kameran och ler.","På andra bilden syns två unga personer i närbild som ler, resten av bilderna visar endast text och en hand som häller drink",flera_personer,[],nej,ja,[],nej,forebyggande,0.000102,0.000195,0.001512,blandat,"[""minska_eller_avsta"", ""fakta_upplysning""]",ja,ja,,ja
7475332585166490902,https://www.tiktok.com/@iqinitiativet/photo/7475332585166490902,bild,2025-02-25,,10,676200,645,70,141,75,0.0014,,Dagens positiva nyheter!🙌🏻  År 2005 var det 3 av 10 som inte hade testat alkohol i 9:an.,88,0,,الصوت الأصلي,ja,True,ja,thumbnails/7475332585166490902.jpg,,1080x1920,staende,,,statistik,bildinlägg,fakta,Alkoholvanor bland niondeklassare,"[""6"", ""av"", ""10"", ""har"", ""inte"", ""druckit"", ""alkohol"", ""i"", ""9:an"", ""IQ""]","Enkel textkarusell med ett ord per bild i olika färgglada bakgrundsfärger (blått, turkost, rosa, grönt) med svart eller vit text i serif-typsnitt. Bilderna bildar tillsammans meningen '6 av 10 har inte druckit alkohol i 9:an'. Sista bilden visar IQ-initiativets logotyp (orange kvadrat med lila IQ-text där Q:et är format som en flaska) på ljusblå bakgrund.","Inga personer syns, endast text på färgade bakgrunder",ingen,[],nej,nej,[],nej,forebyggande,0.000111,0.000209,0.000954,budskap,"[""fakta_upplysning"", ""minska_eller_avsta""]",ja,ja,,ja
7469072606654647574,https://www.tiktok.com/@iqinitiativet/photo/7469072606654647574,bild,2025-02-08,,5,1200000,3723,55,632,244,0.0039,,"Lyssna på Florpen 🐶: drick smart, ha kul och ångra inget på söndag! ",68,0,,ylang ylang,ja,True,ja,thumbnails/7469072606654647574.jpg,,1280x1840,staende,,,humor,bildinlägg,humor,Hund med kaninöron ger humoristisk påminnelse om att dricka smart i helgen,"[""Let me tell you something"", ""Come closer"", ""Closer"", ""Just a little bit closer"", ""Glöm inte att dricka smartare i helgen 🧠""]","En bildkarusell med en brun hund iklädd stickad kaninöron-huvudbonad, fotograferad i ett hemmiljö med parkettgolv, matta, tavla och lampa. Bilderna zoomar successivt in på hundens ansikte mellan varje bild, med vit text ovanpå som bygger upp ett humoristiskt narrativ ('Let me tell you something' → 'Come closer' → 'Closer' → 'Just a little bit closer'). Sista bilden visar hunden på avstånd igen med ett glas mjölk (emoji/klistermärke) inklippt framför den och en hjärn-emoji, tillsammans med budskapstexten.","Inga människor syns, enbart en hund i alla bilder",ingen,"[""Glöm inte att dricka smartare i helgen""]",ja,nej,[],nej,forebyggande,0.000203,0.000527,0.003102,blandat,"[""ovrigt""]",ja,ja,,ja
7463828811545709846,https://www.tiktok.com/@iqinitiativet/photo/7463828811545709846,bild,2025-01-25,,21,1200000,3441,33,520,204,0.0035,,Reminder till ikväll – det är roligare att vakna upp med både klara minnen och bilder. 🧠📸,89,0,,original sound,ja,True,ja,thumbnails/7463828811545709846.jpg,,1080x1440,staende,,,humor,bildinlägg,humor,Suddiga minnen från en utekväll och alkohols påverkan på minnet,"[""\""Skicka bilderna från igår\"""", ""Bilderna:""]","En bildkarusell med suddiga, mörka och slumpmässiga foton typiska för en fest-kväll: textöverlägg på första bilden över en discokula-upplyst uteservering, följt av bilder på en cocktail i glas, suddiga personer i bar, ben i stövlar, en hamburgare, hår som flätas, ett suddigt mörkt foto med motljus, en efterrätt med rödvinsglas, röda skor på ett rutigt golv, ett nattduksbord med tomt vinglas och tandborste, en mocktail med morotsgarnering, samt en discokula i taket. Stilen är amatörmässig, skakig och mörk – typisk ""minnesluckor""-estetik.","Flera personer syns i bakgrunden på olika bilder, ofta suddiga eller avskurna (ben, hår, händer), inga tydliga ansikten i fokus",flera_personer,"[""Reminder till ikväll – tänk på att skapa klara minnen, inte bara bilder""]",ja,ja,[],nej,fest,0.00017,0.000433,0.002867,blandat,"[""effekter_av_alkohol"", ""minska_eller_avsta""]",ja,ja,,ja
7457916889801575702,https://www.tiktok.com/@iqinitiativet/photo/7457916889801575702,bild,2025-01-09,,10,489200,2282,44,285,351,0.0061,,Självklara högerswipes 😮‍💨🤌,27,0,,original sound - Michael Prince,ja,True,ja,thumbnails/7457916889801575702.jpg,,1170x850,liggande,,,pastaende,bildinlägg,humor,Dejting och smart förhållningssätt till alkohol,"[""Att dejta mig är som"", ""att vakna upp dagen efter utan bakisångest"", ""Jag är övertygad om att"", ""det är roligare att vara lull än full"", ""Jag letar efter"", ""någon med ett smart förhållningssätt till alkohol 😮‍💨"", ""Tillsammans kunde vi"", ""ta ett glas 🍷 Asså då menar jag ett liksom"", ""Jag upptäckte nyligen att"", ""varannan vatten faktiskt inte bara är nåt man säger, det funkar"", ""Jag faller för dig om"", ""du också är sober curious"", ""En typisk söndag"", ""minns jag allt från kvällen innan och mår faktiskt helt okej ändå!"", ""Låt oss se till att vi har samma uppfattning om"", ""att nattkäket smakar bättre när man är lull och inte full"", ""Jag kommer att skryta om dig för mina vänner om"", ""du inte behöver dricka för att ha kul"", ""Jag bjuder på första rundan om"", ""vi inte kör för många till sen?""]","Bildkarusell med enkel vit bakgrund och rundade hörn i ljusgrått ramverk. Varje bild innehåller en kort gråaktig inledningsrad högst upp och en större svart brödtext under, i en klassisk seriftypsnitt som liknar en dejtingapp-profils 'prompts'. En bild innehåller ett vinglas-emoji, en annan en svettig/andfådd emoji. Stilen efterliknar Hinge/dejtingapp-svar.","Inga personer syns, endast textgrafik i dejtingapp-stil",ingen,[],nej,nej,[],nej,forebyggande,0.000717,0.000583,0.004665,blandat,"[""minska_eller_avsta"", ""du_behover_inte_dricka"", ""fakta_upplysning""]",ja,ja,,ja
7444543785062714646,https://www.tiktok.com/@iqinitiativet/photo/7444543785062714646,bild,2024-12-04,,1,1200000,1981,37,103,80,0.0018,,Visdomsord från lapplisan ⚠️👮🏻‍♀️🅿️,35,0,,Pop like this Pt. 2 (Sped Up),nej,True,ja,thumbnails/7444543785062714646.jpg,,1080x1920,staende,,,pastaende,bildinlägg,fakta,Alkohol och baksmälla,"[""MORE MEMORIES LESS HANGOVERS""]","Ett fotografi av en vit bil parkerad vid en trottoar, med en handskriven lapp i papper fastklämd under vindrutetorkaren på förarsidan. Texten är handskriven med svart tuschpenna i versaler. Bilden är tagen utomhus i dagsljus, enkel amatörfotostil utan filter eller extra grafik.",Inga personer syns i bild,ingen,[],nej,nej,[],nej,ingen,6.7e-05,8.6e-05,0.001651,blandat,"[""minska_eller_avsta""]",ja,ja,,ja
7437889478162713878,https://www.tiktok.com/@iqinitiativet/photo/7437889478162713878,bild,2024-11-16,,24,923100,2006,46,1863,204,0.0045,,Vem behöver en påminnelse till ikväll? Stay hydrated. 💧🦦,56,0,,original sound,ja,True,ja,thumbnails/7437889478162713878.jpg,,1080x1350,staende,,,pastaende,bildinlägg,fakta,Påminnelse om att dricka vatten,"[""Send"", ""this"", ""to"", ""någon"", ""som"", ""behöver"", ""lite"", ""mer"", ""av"", ""det"", ""här""]","Bildkarusell med enkla textkort i omväxlande ljusblå och mörkblå bakgrund, vit/mörkblå seriftext centrerad i mitten av varje bild. Texten bildar tillsammans meningen 'Send this to någon som behöver lite mer av det här'. Sista bilden är ett foto på en utter som sticker upp huvudet ur vatten, vilket kopplar till budskapet om att dricka vatten.","Inga personer syns, endast textgrafik och ett foto på ett djur (utter).",ingen,"[""Skicka detta till någon som behöver en påminnelse att dricka vatten""]",ja,nej,[],nej,ingen,0.000221,0.002018,0.002173,lattsamt,"[""ovrigt""]",nej,ja,,ja
7436392951904767254,https://www.tiktok.com/@iqinitiativet/photo/7436392951904767254,bild,2024-11-12,,1,1300000,2778,31,93,125,0.0023,,"Mirror mirror on the wall, säg mig vem som har smartast förhållningssätt till alkohol. 🧠🪞",89,0,,Capture Everything,ja,True,ja,thumbnails/7436392951904767254.jpg,,1088x1928,staende,,,pastaende,bildinlägg,fakta,Nykterhet och mental klarhet,"[""THE REAL GLOW-UP?"", ""A CLEAR MIND""]","En bild tagen i ett badrum med vita kakelplattor och en spegel. Texten är handskriven med rosa/vinröd läppstift eller marker direkt på kaklet bredvid spegeln. Enkel, personlig och intim stil utan ytterligare grafiska effekter.","Inga synliga personer, endast miljö och handskriven text.",ingen,[],nej,nej,[],nej,ingen,9.6e-05,7.2e-05,0.002137,budskap,"[""effekter_av_alkohol"", ""minska_eller_avsta""]",ja,ja,,ja
7434872849598287136,https://www.tiktok.com/@iqinitiativet/photo/7434872849598287136,bild,2024-11-08,,2,325800,2588,25,1278,243,0.0127,,Någon som behöver en soffa? 🛋️,30,0,,"Funny video ""Carmen Prelude"" Arranging weakness(836530)",nej,True,ja,thumbnails/7434872849598287136.jpg,,1180x1654,staende,,,pastaende,skärmavbildning,fakta,Bråk och alkohol i relationer,"[""iMessage"", ""idag 11:44"", ""Hej! Du skrev i annonsen om soffan att man kunde höra av sig vid frågor? /Samuel"", ""Absolut, det är bara att fråga på! /Peter"", ""Okej, det är såhär att jag och min tjej brukar bråka på fyllan, oftast om väldigt onödiga saker. När vi är nyktra bråkar vi nästan aldrig, det är som att vi blir helt andra personer när vi är fulla? Jag vet inte vad jag ska göra, vad tycker du?"", ""Jag tänker såhär, det lär ju finnas en orsak till att ni alltid bråkar på fyllan. Det kanske handlar om något större, som ni bara vågar ta upp med alkohol i kroppen? Jag tror att det är bra att försöka prata om det dagen efter, när ni är nyktra. Då är det lättare att förstå varandra och lösa konflikter på ett sätt som för er framåt. Annars riskerar samma problem att dyka upp om och om igen, och det kan bli ännu svårare att lösa dem i längden. Sen kanske det kan vara bra att fundera lite över hur mycket ni dricker också."", ""Tack så hemskt mycket, jag ska testa det nästa gång."", ""Vill du ha soffan?"", ""Nej tack""]","Skärmdump av en iMessage-konversation mellan två personer, Samuel och Peter, som börjar handla om en annons för en soffa men övergår till ett personligt samtal om alkohol och relationsbråk. Vit bakgrund, grå och blå pratbubblor i typisk iPhone-stil.","Inga personer syns, endast textmeddelanden i en chatt",ingen,[],nej,nej,[],nej,negativt,0.000746,0.003923,0.007944,budskap,"[""effekter_av_alkohol"", ""personlig_berattelse"", ""fakta_upplysning""]",ja,ja,,ja
7431238984564509974,https://www.tiktok.com/@iqinitiativet/photo/7431238984564509974,bild,2024-10-29,,7,2503,37,0,17,3,0.0228,,Visste inte att halloweendräkterna var så sober curious these days? 🫢,69,0,,Halloween comical horror song,nej,True,ja,thumbnails/7431238984564509974.jpg,,1024x1024,staende,,,humor,bildinlägg,humor,Halloweendräkter med nykter/sober curious-tema,"[""THE GHOSTED ONE"", ""HALLOWEEN COSTUME"", ""S-39"", ""THE RESPONSIBLE PIRATE"", ""OUTFIT WITH WATER BOTTLE"", ""KIDS OF FRIE"", ""THE DRUNK TEXT"", ""THE COSTUME COSTUME"", ""Hey?"", ""Whds up"", ""Helo????"", ""I miss you"", ""I miss you"", ""Text Message"", ""THE MINDFUL MUMMY"", ""AVOIDING BAD DECISIONS"", ""LEAD THE WAY TA HANGOVER MORNING"", ""LEADING THE WAY TO A HANGOVER"", ""LEADING TO A HANGOVER-FREE MORNING!"", ""HALLOWEEN COSTUME 39"", ""SOBER CURIOUS COWBOY"", ""LASO VEST"", ""WATER PISTOLS SPRAY"", ""WATER PURTEUS WATER"", ""ZOBERISH ZOMBIE"", ""HALLOWEEN"", ""ZOBERISH"", ""CLOWNEN LULLIG"", ""Clown Sparkling water"", ""Spanklani"", ""HALLOWEEN COSTUME"", ""19""]","En serie fotorealistiska produktförpackningar för halloweendräkter, fotograferade i en butiksmiljö (hyllor med orangea och svarta halloweenprylar syns i bakgrunden). Varje förpackning har en tydlig rubrik i vit/svart typsnitt högst upp, en bild av en person iklädd dräkten, samt små grafiska ikoner eller produktbilder (t.ex. vattenflaskor, hjärna, glödlampa) som humoristiskt kopplar dräkterna till nykterhet/sober curious-tema istället för alkohol. Bilderna är tagna i en hand som håller upp förpackningarna framför hyllorna.","Modeller på förpackningsbilderna iklädda olika dräkter (spöke, pirat, mobiltelefon, mumie, cowboy, zombie, clown) samt en verklig hand som håller upp förpackningarna i flera bilder.",flera_personer,[],nej,nej,[],nej,forebyggande,0.001199,0.006792,0.014782,lattsamt,"[""minska_eller_avsta""]",ja,ja,Halloween,ja
7419301257027849505,https://www.tiktok.com/@iqinitiativet/photo/7419301257027849505,bild,2024-09-27,,2,154500,129,23,87,14,0.0016,,"Ibland gör vi saker utan att tänka, som att vi inte har ett annat val. Det kan bero på våra egna förväntningar på oss själva eller på andras förväntningar. Därför behöver man ibland stanna upp och reflektera över sina vanor. Varför förbereder jag mig inför en bakfylla istället för att dricka mindre och se till att jag inte får någon?   Hur ser dina alkoholvanor ut? Testa på alkoholprofilen.se!",396,0,,Toner CMVP system Transparent piano Refreshing(1016869),nej,True,ja,thumbnails/7419301257027849505.jpg,,1080x1920,staende,,,pastaende,bildinlägg,fakta,Alkoholvanor och bakfylla,"[""Bakispreppa innan utgång för att förbereda inför morgondagens bakfylla"", ""Eller drick smartare och vakna upp och må bra?""]","Första bilden visar en siluetthållen, mörkt filtrerad bild av en person sedd bakifrån som håller ett glas med rödvin, stående vid en bardisk med ett vattenglas och en mobiltelefon. Grön text är överlagd till vänster med en pil som pekar åt höger. Andra bilden är en enfärgad ljusgrön bakgrund med svart text centrerad i bilden, i samma typsnitt som används genomgående i inlägget.","En person syns bakifrån i siluett i första bilden, ingen person i andra bilden.",en_person,"[""Testa på alkoholprofilen.se!""]",ja,ja,[],nej,forebyggande,9.1e-05,0.000563,0.000835,budskap,"[""minska_eller_avsta"", ""fakta_upplysning"", ""personlig_berattelse""]",ja,ja,,ja
7411164934614109473,https://www.tiktok.com/@iqinitiativet/photo/7411164934614109473,bild,2024-09-05,,5,304100,552,0,13,55,0.002,,Bästa kräftskivan för alla! 🦞 Hur styr man egentligen en lyckad fest där alla känner sig inkluderade? ,102,0,,original sound,ja,True,ja,thumbnails/7411164934614109473.jpg,,1096x1948,staende,,,pastaende,bildinlägg,fakta,Förberedelser inför kräftskiva,"[""Preppa kräftskiva med oss! 🦞🦞🦞"", ""Förbered snaps, både med och utan alkohol. 3 dl flädersaft, 1 l vatten, 90g pepparot. Klart!"", ""Grilla tillbehör, duka och kyl all dryck. Förbered lekar och snapshäfte."", ""Fram med hattar och dekoration."", ""Ha så kul!""]","Bildkarusell med fem foton från en kräftskiva, där varje bild har en färgad textruta (rosa, grön, cerise) med instruktioner/steg för att förbereda festen. Bilderna visar partystämning, dukning, mat, dekorationer och glada människor med kräfthattar.","Flera personer syns i olika bilder, både vuxna i partykläder och en person som skrattar i närbild med kräfthatt.",flera_personer,[],nej,ja,[],nej,fest,0.000181,4.3e-05,0.001815,blandat,"[""du_behover_inte_dricka"", ""fakta_upplysning""]",ja,ja,Kräftskiva,ja
7410718830512622881,https://www.tiktok.com/@iqinitiativet/photo/7410718830512622881,bild,2024-09-04,,2,193700,376,20,51,25,0.0024,,,0,0,,Girls just wanna have fun 2k19 remix,ja,True,ja,thumbnails/7410718830512622881.jpg,,1080x1920,staende,,,pastaende,bildinlägg,fakta,Sociala tips och komfortzon,"[""Bästa knepet för en lyckad inspark!"", ""Det är inte på blodigt allvar, slappna av och ha kul! Och glöm inte att du aldrig behöver göra något som du inte är bekväm med.""]","Första bilden visar en ung kvinna med solglasögon och lila skjorta som skrattar/ler utomhus mot grön bakgrund, med gul text och en högerpil som indikerar swipe. Andra bilden är en enfärgad lila bakgrund med svart brödtext centrerad i bilden, i en enkel, ren layout typisk för citat-/tipsinlägg.","En ung kvinna syns i den första bilden, ingen person i den andra bilden.",en_person,[],nej,nej,[],nej,ingen,0.000129,0.000263,0.001941,budskap,"[""du_behover_inte_dricka"", ""grupptryck""]",ja,ja,,ja
7404846916116237600,https://www.tiktok.com/@iqinitiativet/photo/7404846916116237600,bild,2024-08-19,,3,430100,342,9,48,41,0.001,,Vissa sommarminnen är roligare att tänka på än andra. Gör vårt självtest nu och få bättre koll på dina alkoholvanor.   ,119,0,,Aesthetic,nej,True,ja,thumbnails/7404846916116237600.jpg,,984x1920,staende,,,fraga,bildinlägg,quiz/lek,Alkoholvanor sommar - självtest,"[""Minns du sommaren som lite väl snurrig och blurrig?"", ""Hade du velat ha bättre koll på dina vanor?"", ""Ta sommarminnena på allvar."", ""Testa dina vanor på alkoholprofilen.se"", ""IQ""]","Bildkarusell med tre foton i vardagsmiljö kombinerat med färgglada textrutor (gul, lila, mörkblå) med citattypsnitt. Bild 1 visar en ensam skinnsko på en elsparkcykel mot en sliten vägg. Bild 2 visar en oordnad köksbänk full med flaskor, glas och burkar samt en person i mörka byxor som lutar sig mot bänken. Bild 3 visar en pizzabit fastnad i en basketkorg bland grönska, med IQ:s logotyp och en uppmaning att testa sina vanor.","En person syns delvis (arm, ben och fot) i bild 2, ingen syns i bild 1 eller 3.",en_person,"[""Testa dina vanor på alkoholprofilen.se"", ""Gör vårt självtest nu och få bättre koll på dina alkoholvanor.""]",ja,ja,[],nej,fest,9.5e-05,0.000112,0.000795,budskap,"[""fakta_upplysning"", ""minska_eller_avsta""]",ja,ja,,ja
7383818452617776416,https://www.tiktok.com/@iqinitiativet/photo/7383818452617776416,bild,2024-06-23,,2,329400,448,59,62,46,0.0019,,… för att midsommarbakfyllan aldrig får återupprepas. Fler tips för att dricka smartare 🧠 (länk i bio),102,0,,Beat Automotivo Tan Tan Tan Viral,nej,True,ja,thumbnails/7383818452617776416.jpg,,1049x2047,staende,,,pastaende,bildinlägg,fakta,Alkoholfria alternativ under midsommar,"[""Om du ser detta exakt 01:43 är det ett tecken på..."", ""...att nästa drink blir alkoholfri""]","Bildkarusell i två delar. Första bilden visar en soligt äng/trädgård med blommande träd, text i gulgrön typsnitt högst upp med en pil som pekar ner mot marken. Andra bilden visar en hand som håller upp ett glas med en rosa/röd drink och en isbit, med rosa text ovanför, i bakgrund syns en grön trädgård och gula byggnader.","En hand syns hålla ett glas, ingen person syns i helkropp eller ansikte.",en_person,"[""Fler tips för att dricka smartare (länk i bio)""]",ja,nej,[],nej,forebyggande,0.00014,0.000188,0.00136,blandat,"[""minska_eller_avsta"", ""fakta_upplysning""]",ja,ja,,ja
7358841260100291872,https://www.tiktok.com/@iqinitiativet/photo/7358841260100291872,bild,2024-04-17,,2,360900,552,62,235,47,0.0025,,"Bakfylla går ju inte att bota tyvärr! Däremot kan man ligga steget före, alltså varva med alkoholfritt och sluta dricka i tid, då hinner kroppen återhämta sig under natten - en perfekt bakisrutin helt enkelt.💆 #bakis #botemedel ",228,2,bakis botemedel,Milk Tea,nej,True,ja,thumbnails/7358841260100291872.jpg,,491x960,staende,,,pastaende,bildinlägg,fakta,Bakfylla och alkoholfritt varvande,"[""Swipea för att se hur du botar bakfyllan på 30 sek:"", ""Varför swipea du?""]","Bildkarusell med två bilder tagna på en parkeringsplats i skymning. En person i blå jacka och svarta byxor syns i rörelse (går/springer). Vit seriftext med skugga är placerad i nedre delen av bilderna. Enkel, dokumentärliknande stil utan extra grafiska element.","En person i blå jacka, ansiktet delvis synligt i andra bilden",en_person,"[""Swipea för att se hur du botar bakfyllan på 30 sek""]",ja,nej,[],nej,ingen,0.00013,0.000651,0.00153,budskap,"[""effekter_av_alkohol"", ""minska_eller_avsta"", ""fakta_upplysning""]",ja,ja,,ja
7345483638059896096,https://www.tiktok.com/@iqinitiativet/photo/7345483638059896096,bild,2024-03-12,,3,1515,14,0,0,0,0.0092,,Unga som dricker mindre har en bättre relation till sin familj än de som dricker mer. Vad är viktigast för dig — festen eller familjen?,135,0,,Aesthetic,nej,True,ja,thumbnails/7345483638059896096.jpg,,984x1920,staende,,,fraga,bildinlägg,fakta,Ungas alkoholvanor och relation till familjen,"[""Är du en mamas boy eller en sån som festar galet?"", ""Allt fler unga väljer att dricka mindre, det känner du nog till vid det här laget. Men visste du att det finns forskning som visar att unga som dricker mindre har en närmre relation till sin familj? Frågan är om bilden av att unga är vilda, galna och längtar efter att flyga ut ur boet det första de gör fortfarande stämmer?"", ""Festen eller familjen - man kanske inte behöver välja, men i ett skarpt läge på en lördag, vad väljer du?"", ""IQ""]","Karusell med tre bilder: första bilden är en mörkblå bakgrund med vit serif-text och en pil som pekar diagonalt nedåt, andra bilden visar en bilkaross med hjul och en tom pappmugg på marken med text överlagd, tredje bilden visar en person sittandes ihopkrupen på en pallstol med IQ-loggan (orange ruta med lila flasksymbol) synlig.","En person syns delvis i tredje bilden, sittandes ihopkrupen med armarna om knäna, ansiktet inte synligt.",en_person,[],nej,nej,[],nej,ingen,0.0,0.0,0.009241,budskap,"[""minska_eller_avsta"", ""fakta_upplysning""]",ja,ja,,ja
7329536477140962593,https://www.tiktok.com/@iqinitiativet/photo/7329536477140962593,bild,2024-01-29,,3,2409,37,0,0,2,0.0162,,Här gatekeepar vi inte. 💅,25,0,,original sound,ja,False,ja,thumbnails/7329536477140962593.jpg,,984x1920,staende,,,pastaende,bildinlägg,fakta,Alkoholfritt cocktailrecept - Virgin Espresso Martini,"[""Be a mob wife but make it smarter."", ""Virgin Espresso Martini 🍸:"", ""> 4 cl espresso"", ""> 2 cl alkoholfri kaffelikör/Valfri syrup"", ""> 2 cl vaniljextrakt (valfritt)"", ""> Is"", ""> Kaffebönor till garnering"", ""Gör såhär:"", ""> Fyll en shaker med is."", ""> Häll ner alla ingredienser."", ""> Skaka!"", ""> Häll upp drinken i ett cocktailglas och skopa upp skummet med en sked på toppen."", ""> Servera genast.""]","Bildkarusell i mysig, dämpad barmiljö med mörka träpaneler och varm belysning. En kvinna i leopardmönstrad päls/kappa håller upp ett martiniglas med en brun/gyllene dryck. Vit text är overlay:ad på bilderna med recept och instruktioner för en alkoholfri cocktail, i en elegant sans-serif-font. Pilar guidar ögat till nästa bild i karusellen.","En kvinna synlig delvis bakifrån/från sidan, blont uppsatt hår, klädd i leopardmönstrad päls med guldsmycken.",en_person,[],nej,nej,[],nej,ingen,0.00083,0.0,0.015359,blandat,"[""du_behover_inte_dricka"", ""fakta_upplysning""]",ja,ja,,ja
7328045011034049825,https://www.tiktok.com/@iqinitiativet/photo/7328045011034049825,bild,2024-01-25,,2,3565,78,0,0,1,0.0222,,Är du också en maratonfestare som aldrig vill gå hem? Vad är dina knep för att orka hela kvällen och stänga dansgolvet? #sakerjagliderav,136,1,sakerjagliderav,original sound,ja,False,ja,thumbnails/7328045011034049825.jpg,,984x1920,staende,,,pastaende,bildinlägg,humor,Att orka festa hela kvällen alkoholfritt,"[""Saker jag lider av ->"", ""B.T.A.O.V.A.G.H."", ""(Byter Till Alkoholfritt Och Vägrar Att Gå Hem)""]","Närbild i suddig, rörelseoskarp stil på flera personer som kramas och skrattar på en fest/utekväll. Gul kursiv text överlagd i mitten av bilden, ljussättning varm och partybelysning.",Flera personer (minst tre kvinnor) som kramas och skrattar tätt ihop,flera_personer,"[""Vad är dina knep för att orka hela kvällen och stänga dansgolvet?""]",ja,nej,[],nej,forebyggande,0.000281,0.0,0.021879,blandat,"[""du_behover_inte_dricka"", ""personlig_berattelse""]",ja,ja,,ja
7311358767780711712,https://www.tiktok.com/@iqinitiativet/photo/7311358767780711712,bild,2023-12-11,,4,4724,74,0,2,2,0.0165,,Vad är det nyktraste du nånsin har varit? ,42,0,,"Mozart/Requiem ""Lacrimosa""(1394506)",nej,False,ja,thumbnails/7311358767780711712.jpg,,984x1920,staende,,,humor,bildinlägg,quiz/lek,Nykterhet med humor och AI-genererade bilder,"[""You"", ""Imagine someone sober"", ""You"", ""Even more sober"", ""You"", ""MOOOORE SOBER!!!"", ""You"", ""The most sober person in the universe and he knows it""]","En chattliknande layout imiterande en AI-bildgenereringskonversation ('You' med grön 'AD'-avatar), där varje bild visar en alltmer överdriven och absurd version av en 'nykter' man mot stadsmiljö, som eskalerar till en fantasifull collage med frukt, grönsaker och kosmos. Stigande komisk eskalering genom fyra bilder.","En man syns i samtliga fyra bilder, i olika stiliserade/AI-genererade versioner",en_person,[],nej,nej,[],nej,ingen,0.000423,0.000423,0.015665,lattsamt,[],ja,ja,,ja
